driver_id,first_name,last_name,full_name,email,phone,city,state,market,cdl_type,vehicle_type,experience,status,rating,total_deliveries,total_routes_completed,on_time_percentage,completion_rate,background_check,drug_screen,mvr_status,fully_cleared,hourly_rate_usd,total_deployments,date_joined,last_active,available_from,fedex_isp_experience,willing_to_relocate,notes
RR-00760,Megan,Gray,Megan Gray,megan.gray@hotmail.com,(659) 271-8951,San Antonio,TX,"San Antonio, TX",CDL-A,Sprinter Van,5-7 Years,MATCHING,5.0,2045,165,92.8,99.6,PASSED,PASSED,MINOR_VIOLATION,YES,22.72,0,2025-05-21,2026-03-15,2026-04-06,YES,NO,
RR-00761,Michael,Clark,Michael Clark,michael_clark@hotmail.com,(725) 873-2587,Detroit,MI,"Detroit, MI",CDL-B,Box Truck,10+ Years,CLEARED,3.0,1319,448,94.2,95.4,PENDING,PENDING,CLEAN,NO,24.89,14,2025-06-09,2026-03-08,2026-04-13,YES,YES,
RR-00762,Crystal,Gonzales,Crystal Gonzales,crystal_gonzales@yahoo.com,(842) 512-2848,San Antonio,TX,"San Antonio, TX",CDL-A,Step Van,2-3 Years,STANDBY,4.4,577,180,90.4,92.1,PASSED,PASSED,CLEAN,YES,31.05,8,2025-12-17,2026-03-29,2026-04-18,NO,NO,
RR-00763,Rachel,Russell,Rachel Russell,russell.r@hotmail.com,(690) 546-1673,Charlotte,NC,"Charlotte, NC",CDL-B,Sprinter Van,2-3 Years,CLEARED,3.7,1180,348,99.2,98.2,PASSED,PASSED,CLEAN,YES,25.86,10,2025-12-27,2026-03-13,2026-04-07,NO,NO,
RR-00764,Gabriela,Parker,Gabriela Parker,parker.g@hotmail.com,(817) 997-1168,Jacksonville,FL,"Jacksonville, FL",CDL-B,Box Truck,3-5 Years,STANDBY,3.4,73,170,99.4,98.8,PASSED,PENDING,CLEAN,NO,17.09,0,2026-01-21,2026-03-13,2026-04-10,YES,NO,
RR-00765,Leroy,Garcia,Leroy Garcia,leroy.garcia@outlook.com,(829) 537-1209,San Francisco,CA,"San Francisco, CA",CDL-B,Sprinter Van,1-2 Years,CLEARED,4.3,6,477,92.7,92.6,PASSED,PASSED,MINOR_VIOLATION,YES,21.34,12,2025-10-12,2026-03-13,2026-04-17,NO,NO,
RR-00766,Darius,Parker,Darius Parker,parker.d@yahoo.com,(975) 310-3058,Atlanta,GA,"Atlanta, GA",CDL-A,Sprinter Van,7-10 Years,STANDBY,3.3,1006,698,91.1,94.3,PASSED,PASSED,MINOR_VIOLATION,YES,31.98,5,2025-11-08,2026-04-02,2026-04-17,YES,NO,
RR-00767,Dominic,Hill,Dominic Hill,dominic_hill@gmail.com,(902) 996-8238,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,7-10 Years,CLEARED,3.0,1560,81,94.6,98.5,PASSED,PASSED,CLEAN,YES,17.75,2,2025-07-01,2026-03-12,2026-04-11,YES,NO,
RR-00768,Nicole,Washington,Nicole Washington,nicole_washington@hotmail.com,(997) 607-6886,Boston,MA,"Boston, MA",CDL-B,Box Truck,2-3 Years,CLEARED,4.4,529,304,98.4,94.0,PENDING,PASSED,MINOR_VIOLATION,NO,22.29,15,2025-06-12,2026-03-18,2026-04-17,YES,YES,
RR-00769,Leonard,Clark,Leonard Clark,clark.l@hotmail.com,(391) 485-8035,Memphis,TN,"Memphis, TN",CDL-A,Step Van,5-7 Years,MATCHING,4.0,364,784,92.5,97.9,PASSED,PENDING,CLEAN,NO,30.58,14,2025-06-11,2026-03-28,2026-04-11,NO,NO,
RR-00770,Aisha,Williams,Aisha Williams,aisha16@outlook.com,(248) 380-2474,Boston,MA,"Boston, MA",CDL-B,Box Truck,10+ Years,MATCHING,4.4,723,664,90.4,98.6,PENDING,PENDING,MINOR_VIOLATION,NO,17.57,9,2026-02-09,2026-03-29,2026-04-10,YES,YES,
RR-00771,Felicia,Reed,Felicia Reed,felicia.reed@gmail.com,(223) 843-5596,Nashville,TN,"Nashville, TN",CDL-B,Step Van,5-7 Years,MATCHING,5.0,85,727,90.8,92.8,PASSED,PASSED,MINOR_VIOLATION,YES,17.71,15,2026-02-08,2026-03-11,2026-04-05,YES,YES,
RR-00772,Nathaniel,Evans,Nathaniel Evans,evans.n@hotmail.com,(812) 434-9591,Cleveland,OH,"Cleveland, OH",CDL-A,Sprinter Van,10+ Years,IN_REVIEW,5.0,285,664,97.1,97.8,PASSED,PASSED,CLEAN,YES,32.23,5,2026-01-16,2026-03-26,2026-04-08,YES,YES,
RR-00773,Devin,Davis,Devin Davis,davis.d@yahoo.com,(688) 537-3710,Philadelphia,PA,"Philadelphia, PA",CDL-B,Sprinter Van,5-7 Years,STANDBY,4.9,1822,512,95.4,95.7,PASSED,PENDING,CLEAN,NO,19.0,12,2025-08-13,2026-03-18,2026-04-06,YES,NO,
RR-00774,Heather,Young,Heather Young,heather869@outlook.com,(658) 419-2628,Cleveland,OH,"Cleveland, OH",CDL-B,Sprinter Van,7-10 Years,CLEARED,4.2,2194,236,90.0,94.5,PASSED,PASSED,CLEAN,YES,19.15,7,2025-05-26,2026-03-26,2026-04-05,YES,YES,
RR-00775,Eduardo,Peterson,Eduardo Peterson,eduardo578@hotmail.com,(218) 502-9839,Dallas,TX,"Dallas, TX",CDL-B,Cargo Van,5-7 Years,IN_REVIEW,3.2,2093,558,89.9,98.2,PASSED,PASSED,CLEAN,YES,18.33,15,2025-04-24,2026-03-13,2026-04-15,NO,NO,
RR-00776,Fernando,Sanchez,Fernando Sanchez,fernando_sanchez@hotmail.com,(279) 311-4514,Kansas City,MO,"Kansas City, MO",CDL-A,Step Van,1-2 Years,CLEARED,5.0,1675,514,89.3,99.3,PASSED,PASSED,CLEAN,YES,31.04,11,2026-01-18,2026-03-27,2026-04-06,YES,YES,
RR-00777,Clifton,Murphy,Clifton Murphy,clifton.murphy@hotmail.com,(494) 965-6493,Jacksonville,FL,"Jacksonville, FL",CDL-A,Step Van,3-5 Years,CLEARED,3.5,999,131,89.1,95.9,PASSED,PENDING,MINOR_VIOLATION,NO,31.85,2,2026-01-15,2026-03-28,2026-04-17,YES,NO,
RR-00778,Adam,Jackson,Adam Jackson,jackson.a@outlook.com,(816) 569-6986,Las Vegas,NV,"Las Vegas, NV",CDL-A,Sprinter Van,3-5 Years,MATCHING,5.0,1574,619,94.4,99.9,PASSED,PASSED,MINOR_VIOLATION,YES,25.38,13,2025-11-04,2026-03-14,2026-04-19,YES,NO,
RR-00779,Aaron,Davis,Aaron Davis,aaron_davis@icloud.com,(747) 222-4845,Houston,TX,"Houston, TX",CDL-B,Sprinter Van,7-10 Years,CLEARED,3.6,2192,378,90.0,97.6,PASSED,PASSED,CLEAN,YES,24.02,3,2025-05-09,2026-03-11,2026-04-05,YES,YES,
RR-00780,Ashley,Bennett,Ashley Bennett,ashley_bennett@outlook.com,(555) 973-7953,New Orleans,LA,"New Orleans, LA",CDL-B,Box Truck,2-3 Years,STANDBY,5.0,2129,431,99.4,99.7,PENDING,PASSED,MINOR_VIOLATION,NO,21.34,2,2025-11-23,2026-03-25,2026-04-15,YES,NO,
RR-00781,Darius,Robinson,Darius Robinson,darius508@icloud.com,(831) 739-9466,Washington,DC,"Washington, DC",CDL-A,Box Truck,3-5 Years,MATCHING,3.9,451,157,97.6,94.4,PASSED,PASSED,MINOR_VIOLATION,YES,29.95,13,2025-08-03,2026-03-26,2026-04-08,YES,NO,
RR-00782,Shanice,Gonzales,Shanice Gonzales,shanice144@hotmail.com,(351) 531-5981,Nashville,TN,"Nashville, TN",CDL-A,Box Truck,2-3 Years,STANDBY,4.8,1202,158,90.4,95.3,PENDING,PASSED,CLEAN,NO,33.43,1,2025-10-05,2026-03-11,2026-04-11,YES,NO,
RR-00783,Jose,Scott,Jose Scott,jose.scott@icloud.com,(780) 915-5554,Houston,TX,"Houston, TX",CDL-A,Box Truck,10+ Years,MATCHING,4.8,1448,573,89.9,96.0,PASSED,PASSED,MINOR_VIOLATION,YES,26.87,10,2025-07-18,2026-03-23,2026-04-15,NO,NO,
RR-00784,Curtis,Lee,Curtis Lee,curtis_lee@icloud.com,(365) 812-5386,Seattle,WA,"Seattle, WA",CDL-A,Sprinter Van,3-5 Years,MATCHING,4.2,2350,378,97.5,93.9,PASSED,PENDING,CLEAN,NO,29.14,4,2025-06-16,2026-04-03,2026-04-16,YES,NO,
RR-00785,Antonio,Allen,Antonio Allen,antonio.allen@outlook.com,(476) 966-9542,New York,NY,"New York, NY",CDL-A,Box Truck,10+ Years,CLEARED,3.9,480,165,94.9,96.0,PASSED,PASSED,CLEAN,YES,28.34,12,2025-12-02,2026-03-29,2026-04-05,NO,NO,
RR-00786,Ana,Jones,Ana Jones,ana756@gmail.com,(771) 783-8522,Indianapolis,IN,"Indianapolis, IN",CDL-A,Sprinter Van,5-7 Years,IN_REVIEW,4.9,2347,679,95.5,97.1,PASSED,PENDING,CLEAN,NO,22.58,10,2025-10-08,2026-03-14,2026-04-18,NO,NO,
RR-00787,Jasmine,Butler,Jasmine Butler,jasmine271@hotmail.com,(488) 734-1971,Seattle,WA,"Seattle, WA",CDL-A,Sprinter Van,7-10 Years,MATCHING,4.6,1504,185,97.7,98.3,PASSED,PASSED,CLEAN,YES,30.94,2,2025-08-28,2026-04-05,2026-04-16,YES,NO,
RR-00788,Devin,Coleman,Devin Coleman,devin.coleman@hotmail.com,(864) 975-7850,Tampa,FL,"Tampa, FL",CDL-B,Box Truck,5-7 Years,IN_REVIEW,3.8,1434,172,92.7,93.4,PASSED,PENDING,CLEAN,NO,20.06,10,2025-12-21,2026-03-19,2026-04-10,YES,YES,
RR-00789,Derek,Peterson,Derek Peterson,derek357@hotmail.com,(403) 999-4912,Boston,MA,"Boston, MA",CDL-A,Step Van,10+ Years,CLEARED,4.7,542,747,90.4,96.4,PENDING,PASSED,CLEAN,NO,22.03,15,2025-07-12,2026-04-05,2026-04-16,YES,NO,
RR-00790,Darius,Stewart,Darius Stewart,stewart.d@icloud.com,(636) 774-6207,Phoenix,AZ,"Phoenix, AZ",CDL-A,Step Van,1-2 Years,MATCHING,4.5,715,270,89.1,95.5,PASSED,PASSED,CLEAN,YES,24.93,6,2025-07-04,2026-03-23,2026-04-18,YES,NO,
RR-00791,Juan,Price,Juan Price,juan.price@hotmail.com,(574) 994-9652,Nashville,TN,"Nashville, TN",CDL-A,Box Truck,10+ Years,STANDBY,4.3,981,553,94.2,93.4,PENDING,PASSED,CLEAN,NO,31.56,1,2025-07-08,2026-03-22,2026-04-10,NO,NO,
RR-00792,Felicia,Rivera,Felicia Rivera,rivera.f@yahoo.com,(837) 217-5095,Indianapolis,IN,"Indianapolis, IN",CDL-A,Cargo Van,1-2 Years,CLEARED,4.2,970,776,92.5,99.7,PASSED,PASSED,MINOR_VIOLATION,YES,26.36,3,2025-06-10,2026-03-19,2026-04-15,YES,YES,
RR-00793,Brandon,Sanchez,Brandon Sanchez,brandon.sanchez@icloud.com,(524) 439-9459,Kansas City,MO,"Kansas City, MO",CDL-B,Box Truck,5-7 Years,STANDBY,4.3,1119,72,99.9,98.7,PASSED,PASSED,MINOR_VIOLATION,YES,20.48,2,2025-11-12,2026-03-29,2026-04-16,YES,YES,
RR-00794,Felicia,Williams,Felicia Williams,felicia.williams@outlook.com,(883) 999-2293,Minneapolis,MN,"Minneapolis, MN",CDL-B,Box Truck,1-2 Years,CLEARED,3.9,1147,598,91.4,95.4,PASSED,PENDING,CLEAN,NO,23.88,5,2025-09-04,2026-03-09,2026-04-05,NO,NO,
RR-00795,Rachel,Jones,Rachel Jones,jones.r@yahoo.com,(605) 829-3601,Charlotte,NC,"Charlotte, NC",CDL-B,Box Truck,10+ Years,CLEARED,3.8,972,531,96.2,94.5,PASSED,PASSED,MINOR_VIOLATION,YES,22.6,3,2025-06-26,2026-03-28,2026-04-13,YES,NO,
RR-00796,Rhonda,Foster,Rhonda Foster,foster.r@outlook.com,(609) 511-6458,Miami,FL,"Miami, FL",CDL-B,Box Truck,3-5 Years,CLEARED,4.7,823,522,99.8,94.3,PASSED,PENDING,CLEAN,NO,17.36,9,2025-05-25,2026-03-12,2026-04-05,YES,NO,
RR-00797,Wanda,Thomas,Wanda Thomas,wanda.thomas@hotmail.com,(768) 229-8001,Miami,FL,"Miami, FL",CDL-A,Box Truck,10+ Years,STANDBY,3.2,1874,233,91.4,94.1,PENDING,PENDING,CLEAN,NO,26.76,9,2025-06-22,2026-04-02,2026-04-07,YES,NO,
RR-00798,Malik,Phillips,Malik Phillips,malik.phillips@yahoo.com,(940) 858-6925,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Step Van,3-5 Years,STANDBY,4.7,1159,479,88.1,98.1,PASSED,PASSED,CLEAN,YES,19.84,4,2026-02-23,2026-03-26,2026-04-16,NO,NO,
RR-00799,Tamara,Brown,Tamara Brown,tamara.brown@outlook.com,(204) 814-1939,San Francisco,CA,"San Francisco, CA",CDL-A,Step Van,7-10 Years,CLEARED,3.8,942,237,98.7,92.6,PASSED,PASSED,CLEAN,YES,22.73,8,2026-01-26,2026-04-03,2026-04-17,NO,NO,
RR-00800,Floyd,Collins,Floyd Collins,floyd_collins@yahoo.com,(720) 328-6197,Detroit,MI,"Detroit, MI",CDL-B,Cargo Van,5-7 Years,IN_REVIEW,5.0,1198,328,88.7,99.1,PASSED,PASSED,CLEAN,YES,20.27,12,2025-09-24,2026-03-29,2026-04-08,YES,NO,
RR-00801,Joshua,Evans,Joshua Evans,joshua519@gmail.com,(298) 457-5301,Seattle,WA,"Seattle, WA",CDL-A,Step Van,7-10 Years,IN_REVIEW,3.8,659,345,95.8,99.2,PASSED,PASSED,MINOR_VIOLATION,YES,24.2,6,2025-12-21,2026-03-27,2026-04-05,NO,NO,
RR-00802,Tamara,Walker,Tamara Walker,tamara_walker@gmail.com,(980) 421-4941,Las Vegas,NV,"Las Vegas, NV",CDL-A,Box Truck,3-5 Years,MATCHING,3.8,1371,570,89.2,92.3,PASSED,PASSED,CLEAN,YES,33.13,8,2025-10-01,2026-03-18,2026-04-07,YES,YES,
RR-00803,Nicole,Mitchell,Nicole Mitchell,mitchell.n@yahoo.com,(600) 256-2551,New Orleans,LA,"New Orleans, LA",CDL-A,Step Van,10+ Years,STANDBY,4.3,1652,324,94.9,97.8,PASSED,PASSED,CLEAN,YES,24.6,3,2025-09-11,2026-03-18,2026-04-19,YES,NO,
RR-00804,Jeremy,Cooper,Jeremy Cooper,jeremy.cooper@outlook.com,(427) 888-6809,Portland,OR,"Portland, OR",CDL-A,Sprinter Van,5-7 Years,MATCHING,4.7,2016,530,95.3,96.0,PASSED,PASSED,CLEAN,YES,25.67,0,2026-02-20,2026-03-17,2026-04-17,YES,NO,
RR-00805,Yolanda,Harris,Yolanda Harris,yolanda_harris@icloud.com,(247) 888-5172,Washington,DC,"Washington, DC",CDL-A,Box Truck,5-7 Years,CLEARED,4.8,2045,286,91.8,95.5,PASSED,PASSED,CLEAN,YES,30.88,15,2025-10-20,2026-03-20,2026-04-08,YES,NO,
RR-00806,Chelsea,Cooper,Chelsea Cooper,chelsea.cooper@gmail.com,(608) 341-4408,Dallas,TX,"Dallas, TX",CDL-B,Cargo Van,7-10 Years,CLEARED,4.2,826,236,88.6,95.0,PENDING,PASSED,CLEAN,NO,25.12,9,2025-04-14,2026-04-01,2026-04-08,NO,NO,
RR-00807,Wanda,Brown,Wanda Brown,wanda681@gmail.com,(683) 738-5022,Philadelphia,PA,"Philadelphia, PA",CDL-B,Cargo Van,10+ Years,CLEARED,4.2,1498,108,92.4,92.4,PASSED,PENDING,MINOR_VIOLATION,NO,27.32,8,2026-03-03,2026-04-03,2026-04-13,YES,NO,
RR-00808,Brian,Gonzales,Brian Gonzales,brian_gonzales@icloud.com,(621) 302-1636,Chicago,IL,"Chicago, IL",CDL-B,Step Van,1-2 Years,MATCHING,5.0,1407,401,96.6,93.6,PENDING,PASSED,CLEAN,NO,19.82,10,2025-11-03,2026-03-08,2026-04-12,NO,NO,
RR-00809,Justin,Howard,Justin Howard,justin251@hotmail.com,(347) 808-9125,San Antonio,TX,"San Antonio, TX",CDL-A,Box Truck,1-2 Years,CLEARED,4.8,615,497,93.7,99.3,PASSED,PASSED,CLEAN,YES,26.5,2,2025-10-07,2026-04-03,2026-04-16,YES,YES,
RR-00810,Paula,Scott,Paula Scott,scott.p@outlook.com,(392) 802-7826,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Cargo Van,5-7 Years,MATCHING,3.7,1206,618,89.3,93.7,PASSED,PASSED,CLEAN,YES,24.9,2,2026-01-15,2026-04-03,2026-04-14,YES,YES,
RR-00811,Stephanie,Richardson,Stephanie Richardson,stephanie777@icloud.com,(994) 825-8997,Houston,TX,"Houston, TX",CDL-B,Box Truck,10+ Years,MATCHING,4.6,649,629,98.4,93.6,PENDING,PASSED,CLEAN,NO,17.12,7,2025-09-14,2026-03-17,2026-04-19,YES,YES,
RR-00812,Wanda,Evans,Wanda Evans,evans.w@hotmail.com,(391) 442-4083,Cincinnati,OH,"Cincinnati, OH",CDL-B,Sprinter Van,1-2 Years,STANDBY,4.9,561,72,88.5,98.5,PASSED,PENDING,MINOR_VIOLATION,NO,17.13,6,2025-07-03,2026-03-25,2026-04-17,YES,YES,
RR-00813,Darius,Garcia,Darius Garcia,darius47@icloud.com,(626) 719-8300,Miami,FL,"Miami, FL",CDL-A,Step Van,1-2 Years,MATCHING,4.1,2113,142,90.7,99.9,PASSED,PASSED,MINOR_VIOLATION,YES,29.67,13,2025-04-05,2026-03-21,2026-04-10,YES,YES,
RR-00814,Zachary,Morgan,Zachary Morgan,zachary_morgan@outlook.com,(485) 472-4430,New Orleans,LA,"New Orleans, LA",CDL-B,Step Van,3-5 Years,CLEARED,4.7,2055,96,94.7,98.4,PASSED,PASSED,CLEAN,YES,17.75,12,2025-08-09,2026-03-25,2026-04-17,YES,YES,
RR-00815,Terrance,Miller,Terrance Miller,miller.t@icloud.com,(905) 950-5012,Kansas City,MO,"Kansas City, MO",CDL-B,Step Van,3-5 Years,IN_REVIEW,3.2,399,138,91.1,99.3,PENDING,PASSED,CLEAN,NO,17.11,1,2025-05-23,2026-03-26,2026-04-07,NO,NO,
RR-00816,Terrance,Miller,Terrance Miller,terrance108@gmail.com,(716) 736-1524,Los Angeles,CA,"Los Angeles, CA",CDL-B,Cargo Van,5-7 Years,CLEARED,3.8,549,429,94.5,96.9,PASSED,PASSED,CLEAN,YES,23.48,3,2025-05-11,2026-03-13,2026-04-13,YES,YES,
RR-00817,Derek,Price,Derek Price,derek.price@hotmail.com,(748) 551-9468,Jacksonville,FL,"Jacksonville, FL",CDL-B,Step Van,2-3 Years,MATCHING,3.6,1254,362,93.4,96.6,PASSED,PASSED,CLEAN,YES,17.72,5,2026-01-22,2026-03-13,2026-04-09,YES,NO,
RR-00818,Derek,Wood,Derek Wood,derek_wood@gmail.com,(914) 355-9698,Denver,CO,"Denver, CO",CDL-A,Step Van,7-10 Years,MATCHING,5.0,1396,758,99.9,95.6,PASSED,PASSED,CLEAN,YES,22.36,9,2025-10-15,2026-03-25,2026-04-08,YES,NO,
RR-00819,Juan,Collins,Juan Collins,juan.collins@hotmail.com,(685) 267-5981,Atlanta,GA,"Atlanta, GA",CDL-A,Sprinter Van,3-5 Years,CLEARED,5.0,1684,610,99.5,98.7,PENDING,PASSED,CLEAN,NO,34.51,13,2026-02-20,2026-03-18,2026-04-09,NO,NO,
RR-00820,Jacob,Jackson,Jacob Jackson,jacob410@gmail.com,(839) 756-6745,Kansas City,MO,"Kansas City, MO",CDL-B,Box Truck,1-2 Years,CLEARED,4.3,981,525,99.1,94.3,PASSED,PASSED,CLEAN,YES,22.2,11,2025-11-12,2026-03-14,2026-04-12,NO,NO,
RR-00821,Rebecca,Robinson,Rebecca Robinson,rebecca.robinson@gmail.com,(233) 213-5011,Phoenix,AZ,"Phoenix, AZ",CDL-A,Box Truck,3-5 Years,MATCHING,4.3,485,115,89.5,93.4,PASSED,PASSED,CLEAN,YES,28.46,2,2025-08-01,2026-03-16,2026-04-09,YES,NO,
RR-00822,Sarah,Lee,Sarah Lee,sarah_lee@hotmail.com,(935) 751-6955,Dallas,TX,"Dallas, TX",CDL-B,Box Truck,5-7 Years,IN_REVIEW,4.8,1660,143,93.7,93.5,PASSED,PASSED,CLEAN,YES,27.85,0,2026-01-09,2026-03-28,2026-04-14,NO,NO,
RR-00823,Aaron,Walker,Aaron Walker,walker.a@outlook.com,(743) 832-4545,Nashville,TN,"Nashville, TN",CDL-B,Box Truck,1-2 Years,CLEARED,4.9,1709,747,98.4,93.2,PENDING,PASSED,CLEAN,NO,21.94,14,2025-09-12,2026-03-23,2026-04-10,YES,NO,
RR-00824,Chris,Bennett,Chris Bennett,bennett.c@icloud.com,(885) 437-7330,San Francisco,CA,"San Francisco, CA",CDL-B,Sprinter Van,5-7 Years,MATCHING,3.9,1887,444,88.4,98.6,PASSED,PASSED,CLEAN,YES,21.81,12,2025-04-23,2026-03-28,2026-04-12,YES,YES,
RR-00825,Tanya,Cooper,Tanya Cooper,tanya549@yahoo.com,(758) 998-5948,New Orleans,LA,"New Orleans, LA",CDL-B,Step Van,7-10 Years,CLEARED,5.0,588,316,90.8,92.4,PASSED,PASSED,CLEAN,YES,24.86,11,2025-06-11,2026-03-26,2026-04-19,YES,NO,
RR-00826,Ana,Turner,Ana Turner,ana_turner@gmail.com,(327) 584-3172,Boston,MA,"Boston, MA",CDL-B,Step Van,2-3 Years,IN_REVIEW,4.3,516,705,90.3,98.0,PASSED,PENDING,CLEAN,NO,20.06,1,2025-10-27,2026-03-19,2026-04-05,YES,YES,
RR-00827,Amber,Adams,Amber Adams,amber_adams@outlook.com,(539) 345-4248,Nashville,TN,"Nashville, TN",CDL-B,Box Truck,1-2 Years,IN_REVIEW,4.6,2235,716,99.5,93.6,PASSED,PASSED,CLEAN,YES,23.41,1,2025-12-04,2026-03-23,2026-04-08,YES,NO,
RR-00828,Luis,Moore,Luis Moore,luis.moore@icloud.com,(431) 592-4479,Miami,FL,"Miami, FL",CDL-B,Box Truck,1-2 Years,IN_REVIEW,3.7,2093,623,96.2,97.5,PASSED,PASSED,CLEAN,YES,21.22,7,2025-10-04,2026-03-25,2026-04-05,YES,NO,
RR-00829,Tiffany,Alexander,Tiffany Alexander,tiffany253@outlook.com,(450) 523-5763,San Antonio,TX,"San Antonio, TX",CDL-B,Step Van,1-2 Years,STANDBY,3.6,1663,331,96.8,99.0,PASSED,PENDING,CLEAN,NO,25.14,14,2026-01-07,2026-04-02,2026-04-16,YES,YES,
RR-00830,Tanya,Reed,Tanya Reed,tanya503@icloud.com,(819) 610-4183,Philadelphia,PA,"Philadelphia, PA",CDL-A,Step Van,3-5 Years,MATCHING,3.9,1034,488,88.1,93.4,PENDING,PENDING,MINOR_VIOLATION,NO,31.03,7,2025-12-20,2026-03-22,2026-04-14,YES,YES,
RR-00831,Zachary,Stewart,Zachary Stewart,zachary_stewart@yahoo.com,(953) 286-6104,New Orleans,LA,"New Orleans, LA",CDL-A,Box Truck,1-2 Years,STANDBY,5.0,287,28,89.7,100.0,PASSED,PASSED,MINOR_VIOLATION,YES,28.23,5,2025-05-25,2026-03-22,2026-04-12,YES,YES,
RR-00832,Hannah,Jones,Hannah Jones,hannah_jones@outlook.com,(350) 551-2777,Memphis,TN,"Memphis, TN",CDL-B,Box Truck,7-10 Years,MATCHING,4.9,1545,283,91.7,93.8,PASSED,PASSED,CLEAN,YES,25.24,13,2025-11-26,2026-03-24,2026-04-14,YES,YES,
RR-00833,Joshua,Lee,Joshua Lee,joshua.lee@gmail.com,(746) 286-4122,Las Vegas,NV,"Las Vegas, NV",CDL-B,Step Van,10+ Years,STANDBY,5.0,1689,585,89.0,92.3,PASSED,PENDING,CLEAN,NO,17.43,7,2025-09-30,2026-03-27,2026-04-11,YES,NO,
RR-00834,Latoya,Morris,Latoya Morris,latoya_morris@gmail.com,(934) 334-2599,Denver,CO,"Denver, CO",CDL-A,Box Truck,10+ Years,CLEARED,4.4,1972,550,88.9,92.9,PASSED,PASSED,CLEAN,YES,27.17,8,2025-12-23,2026-03-13,2026-04-11,NO,NO,
RR-00835,Chelsea,Gray,Chelsea Gray,chelsea.gray@outlook.com,(688) 261-8546,Atlanta,GA,"Atlanta, GA",CDL-B,Cargo Van,1-2 Years,CLEARED,4.3,2213,302,88.2,97.6,PENDING,PASSED,CLEAN,NO,22.02,4,2025-10-08,2026-03-18,2026-04-18,YES,NO,
RR-00836,Marcus,Robinson,Marcus Robinson,marcus741@gmail.com,(239) 539-7679,Kansas City,MO,"Kansas City, MO",CDL-B,Box Truck,5-7 Years,CLEARED,4.8,646,96,93.8,93.5,PASSED,PASSED,CLEAN,YES,23.45,1,2026-01-02,2026-03-21,2026-04-12,YES,YES,
RR-00837,Jacob,Howard,Jacob Howard,jacob.howard@outlook.com,(734) 293-8934,Atlanta,GA,"Atlanta, GA",CDL-B,Cargo Van,7-10 Years,IN_REVIEW,4.8,1728,30,89.7,92.2,PASSED,PASSED,MINOR_VIOLATION,YES,19.01,0,2025-12-26,2026-03-24,2026-04-12,YES,NO,
RR-00838,Justin,Morgan,Justin Morgan,justin873@yahoo.com,(714) 952-2445,Detroit,MI,"Detroit, MI",CDL-B,Step Van,7-10 Years,STANDBY,4.8,879,438,95.2,95.5,PENDING,PENDING,CLEAN,NO,22.36,13,2025-06-25,2026-03-13,2026-04-17,NO,NO,
RR-00839,Ryan,Wood,Ryan Wood,ryan_wood@gmail.com,(402) 959-3817,Indianapolis,IN,"Indianapolis, IN",CDL-B,Cargo Van,5-7 Years,CLEARED,4.4,1892,47,90.8,98.5,PASSED,PASSED,CLEAN,YES,21.89,15,2026-02-18,2026-03-23,2026-04-09,NO,NO,
RR-00840,Maria,Rivera,Maria Rivera,maria.rivera@outlook.com,(217) 457-8479,Jacksonville,FL,"Jacksonville, FL",CDL-B,Box Truck,10+ Years,MATCHING,4.4,1129,66,88.3,98.0,PASSED,PASSED,CLEAN,YES,20.67,15,2025-12-03,2026-03-15,2026-04-06,NO,YES,
RR-00841,Clarence,Gonzales,Clarence Gonzales,clarence_gonzales@outlook.com,(263) 678-2686,Boston,MA,"Boston, MA",CDL-A,Box Truck,10+ Years,CLEARED,5.0,1745,695,90.3,96.2,PASSED,PASSED,MINOR_VIOLATION,YES,32.79,12,2025-12-06,2026-03-31,2026-04-09,YES,NO,
RR-00842,Megan,Watson,Megan Watson,megan883@icloud.com,(331) 945-8597,Miami,FL,"Miami, FL",CDL-B,Box Truck,10+ Years,MATCHING,3.2,2306,189,92.4,93.9,PENDING,PASSED,CLEAN,NO,23.11,8,2026-02-04,2026-03-18,2026-04-15,YES,NO,
RR-00843,Vanessa,Washington,Vanessa Washington,vanessa.washington@yahoo.com,(924) 657-7978,Miami,FL,"Miami, FL",CDL-B,Step Van,5-7 Years,CLEARED,4.9,225,194,97.9,99.8,PASSED,PENDING,CLEAN,NO,20.11,9,2026-02-03,2026-03-17,2026-04-08,YES,NO,
RR-00844,Jose,Simmons,Jose Simmons,jose_simmons@outlook.com,(783) 812-5497,Kansas City,MO,"Kansas City, MO",CDL-B,Cargo Van,5-7 Years,CLEARED,4.3,2060,637,91.7,92.5,PASSED,PENDING,CLEAN,NO,19.26,1,2025-05-31,2026-03-28,2026-04-07,YES,NO,
RR-00845,Chelsea,Thomas,Chelsea Thomas,chelsea124@yahoo.com,(209) 785-7840,San Antonio,TX,"San Antonio, TX",CDL-B,Step Van,10+ Years,IN_REVIEW,5.0,1703,1,95.4,98.6,PASSED,PASSED,CLEAN,YES,24.47,6,2025-12-19,2026-03-28,2026-04-10,YES,NO,
